0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.505189839613864322e-01 -2.130860524249633681e-01 1.913536565756930874e-01 -9.886045180640007368e-01 1.367199758207488514e-01 7.759258671922451001e-01 -6.671054154463080810e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.345555551802533278e-01 -1.727977634387874439e-01 1.852292245616082300e-01 -9.277455385511483854e-01 1.335705231945963356e-01 7.557215961238590296e-01 -6.400212314653703771e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.148135515906957504e-01 -1.334608827002104481e-01 1.779295683023306984e-01 -8.634636446345099747e-01 1.293143185901624026e-01 7.310888490832931907e-01 -6.094815085893902085e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.896891046809827008e-01 -9.537733369670181593e-02 1.688878299068358180e-01 -7.935793255611496289e-01 1.235426681555189254e-01 6.995370954473625336e-01 -5.736990723989101593e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.581421396710475546e-01 -5.946212079271128575e-02 1.577367884772410134e-01 -7.172202628793109547e-01 1.159872423519860141e-01 6.592683552157694304e-01 -5.316071837419151791e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.183386411698643004e-01 -2.684195035762819426e-02 1.438368822263071944e-01 -6.324661774065378772e-01 1.061838377921951043e-01 6.072219792642440384e-01 -4.812194856177326452e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.663636777638992204e-01 7.041369808270430200e-04 1.258359405570187994e-01 -5.348005435275233754e-01 9.314486336877828010e-02 5.370775206340903107e-01 -4.182051006699663009e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.798162085574765534e-01 2.916324481638399649e-02 1.303502320505975365e-01 -5.328601987545769081e-01 9.663506564457741144e-02 5.638344006066230429e-01 -4.303747436907626178e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.347600314575190139e-01 6.228754145051844382e-02 1.491420090426538447e-01 -5.888135996339495248e-01 1.105730783700381165e-01 6.533345359442284117e-01 -4.900084090452202501e-01 0.000000000000000000e+00 0.000000000000000000e+00
